;codici-identificativi.isil;denominazioni.ufficiale;ente;indirizzo.via-piazza;tipologia-amministrativa;tipologia-funzionale;accesso.portatori-handicap;accesso.riservato;Lat;Long;comune
15741;IT-TO0432;Biblioteca civica Giacolin Avataneo;Comune di Villastellone;Via Artemisia Gentileschi 1;Comune;Pubblica;;False;44.9239475;7.75000899999998;Torino
15742;IT-TO0433;Biblioteca civica;Comune di Vinovo;Via San Bartolomeo n. 40;Comune;Pubblica;True;False;44.9482582;7.63353480000001;Torino
15743;IT-TO0435;Biblioteca civica;Comune di Vische;Piazza colonnello Amione;Comune;Pubblica;;False;45.3329774;7.9505611;Torino
15744;IT-TO0437;Biblioteca civica;Comune di Viu';Via Rimembranza;Comune;Pubblica;;False;45.2375546;7.3760312;Torino
15745;IT-TO0438;Biblioteca civica;Comune di Volvera;Via San Michele, 14;Comune;Pubblica;;False;44.9569942;7.5117562;Torino
15746;IT-TO0439;Biblioteca Comunale;Comune di Borgone di Susa;Via G. Bobba 33;Comune;Pubblica;;False;45.1202522;7.2406746;Torino
15747;IT-TO0444;Biblioteca civica;Comune di Rivarolo Canavese;Via Palma di Cesnola 20;Comune;Pubblica;;False;45.3332195;7.7246143;Torino
15748;IT-TO0445;Biblioteca Ginatta;Ginatta Spa;Via Brofferio 3;Accademie, associazioni, fondazioni, istituti, societa' (privati);Specializzata;;True;45.0676218;7.6751643;Torino
15749;IT-TO0447;Biblioteca del Centro studi del Teatro stabile di Torino;Teatro stabile di Torino;Piazza San Carlo 161;Aziende ed amministrazioni dello stato ad ordinamento autonomo;Specializzata;;False;45.0678927;7.6832018;Torino
15750;IT-TO0449;Biblioteca civica Cascina Marchesa;Comune di Torino;Corso Vercelli 141/7;Comune;Pubblica;True;False;45.0973757;7.69231349999996;Torino
15751;IT-TO0451;Biblioteca civica Francesco Cognasso;Comune di Torino;Corso Cincinnato 115;Comune;Pubblica;True;False;45.0975139;7.6389061;Torino
15752;IT-TO0452;Biblioteca dell'Istituto universitario di studi europei;Istituto universitario di studi europei;Lungo Dora Siena 100;Accademie, associazioni, fondazioni, istituti (pubblici);Specializzata;;False;45.0739747;7.69965509999997;Torino
15753;IT-TO0453;Biblioteca del Centro studi e laboratori telecomunicazioni;Centro studi e laboratori telecomunicazioni - CSELT;Via G. Reiss Romoli 274;Accademie, associazioni, fondazioni, istituti, societa' (privati);Specializzata;;True;45.1111762;7.6702249;Torino
15754;IT-TO0456;Biblioteca della Casa madre Opere don Bosco;Salesiani. Casa madre Opere don Bosco di Torino;Via Maria Ausiliatrice 32;Enti ecclesiastici;Specializzata;;True;45.0804605;7.6764898;Torino
15755;IT-TO0457;Biblioteca del centro di documentazione della Fondazione Giovanni Agnelli;Fondazione Giovanni Agnelli;Via Giacosa 38;Accademie, associazioni, fondazioni, istituti (pubblici);Specializzata;;True;45.0542676;7.6835036;Torino
15756;IT-TO0458;Biblioteca del Centro studi sul giornalismo Gino Pestelli;Centro studi Gino Pestelli;Corso Stati Uniti, 27;Accademie, associazioni, fondazioni, istituti, societa' (privati);Specializzata;;False;45.0628245;7.6695745;Torino
15757;IT-TO0459;Bibliothek des Goethe-Instituts Turin;Goethe-Institut Turin;Piazza San Carlo 206;Istituzioni straniere;Specializzata;;False;45.0674173;7.681911;Torino
15758;IT-TO0461;Biblioteca del Collegio universitario Renato Einaudi;Collegio universitario Renato Einaudi;Via Maria Vittoria 39;Accademie, associazioni, fondazioni, istituti, societa' (privati);Specializzata;;False;45.0650645;7.6924022;Torino
15759;IT-TO0462;Biblioteca e archivio delle tradizioni e del costume ebraici Benvenuto e Alessandro Terracini;Archivio delle tradizioni e del costume ebraici Benvenuto e Alessandro Terracini;Via San Pio V  12;Accademie, associazioni, fondazioni, istituti, societa' (privati);Specializzata;;True;45.0600669;7.6835243;Torino
15760;IT-TO0463;Biblioteca dell'Istituto ricerche economico-sociali del Piemonte;Istituto ricerche economico-sociali del Piemonte - IRES;Via Bogino 21;Aziende ed amministrazioni dello stato ad ordinamento autonomo;Specializzata;;False;45.0669888;7.686554;Torino
15761;IT-TO0464;Biblioteca dell'Istituto piemontese Antonio Gramsci;Fondazione Istituto piemontese Antonio Gramsci;Via del carmine, 14;Accademie, associazioni, fondazioni, istituti (pubblici);Specializzata;;False;45.0761456;7.67420679999998;Torino
15762;IT-TO0466;Biblioteca Piero Martinetti;Fondazione Piero Martinetti per gli studi di storia filosofica e religiosa;Via Po 19;Accademie, associazioni, fondazioni, istituti (pubblici);Specializzata;;False;45.0688932;7.6890922;Torino
15763;IT-TO0468;Biblioteca del CSI Piemonte - Consorzio per il sistema informativo;Consorzio per il sistema informativo;Corso Unione Sovietica 216;Accademie, associazioni, fondazioni, istituti, societa' (privati);Specializzata;;True;45.0386949;7.6528017;Torino
15764;IT-TO0469;Biblioteca della Fondazione Luigi Firpo. Centro di Studi sul Pensiero Politico Onlus;Fondazione Luigi Firpo - Centro di Studi sul Pensiero Politico Onlus;Piazza Carlo Alberto 3;Accademie, associazioni, fondazioni, istituti, societa' (privati);Specializzata;;False;45.0698873246648;7.68717997141107;Torino
15765;IT-TO0472;Biblioteca dell'Istituto internazionale don Bosco;Circoscrizione speciale Piemonte e Valle d'Aosta - ICP Maria Ausiliatrice;Via Caboto, 27;Enti ecclesiastici;Istituto di insegnamento superiore;True;False;45.0553041;7.661381;Torino
15766;IT-TO0473;Biblioteca dell'Istituto piemontese per la storia della Resistenza e della società contemporanea Giorgio Agosti;Istituto piemontese per la storia della Resistenza e della società contemporanea Giorgio Agosti;Via del Carmine 13;Accademie, associazioni, fondazioni, istituti (pubblici);Specializzata;;False;45.0759112717563;7.67455595092622;Torino
15767;IT-TO0474;Bibliothèque Centre culturel français de Turin;Centre culturel français de Turin;Via Pomba 23;Istituzioni straniere;Specializzata;;False;45.0651658;7.6852608;Torino
15768;IT-TO0475;Biblioteca del centro di documentazione del Consorzio per lo sviluppo dell'elettronica e dell'automazione;Consorzio per lo sviluppo dell'elettronica e dell'automazione - CSEA;Via Ventimiglia 201;Accademie, associazioni, fondazioni, istituti, societa' (privati);Pubblica;;True;45.0203092;7.6673271;Torino
15769;IT-TO0476;Biblioteca del Circolo ricreativo aziendale lavoratori della Sip;Sip. Sezione di Torino;Via Cavalli 6;Accademie, associazioni, fondazioni, istituti, societa' (privati);Pubblica;;True;45.0705569;7.6627554;Torino
15770;IT-TO0477;Biblioteca civica;Comune di Vallo Torinese;Via Fiano 2;Comune;Pubblica;;False;45.224568;7.4957676;Torino
15771;IT-TO0480;Biblioteca civica;Comune di Bollengo;Piazza Statuto 1;Comune;Pubblica;;False;45.473301;7.944872;Torino
15772;IT-TO0481;Biblioteca civica;Comune di Cambiano;via Lagrange, 1;Comune;Pubblica;;False;44.9719319;7.7803778;Torino
15773;IT-TO0484;Biblioteca civica;Comune di Caselle Torinese;Viale Bona 33;Comune;Pubblica;;False;45.1787921;7.6453432;Torino
15774;IT-TO0485;Biblioteca civica;Comune di Cinzano;Via Colla 15;Comune;Pubblica;;False;45.0939711;7.9207056;Torino
15775;IT-TO0486;Biblioteca civica;Comune di Corio;Piazza Municipio 5;Comune;Pubblica;;False;45.312463;7.532641;Torino
15776;IT-TO0487;Biblioteca europea di cultura Victor del Litto di storia della civiltà comparata e cultura del viaggio;Centro interuniversitario di ricerche sul viaggio in Italia. CIRVI;Via Revigliasco 4;Accademie, associazioni, fondazioni, istituti (pubblici);Specializzata;;False;45.0008637;7.6975211;Torino
15777;IT-TO0488;Biblioteca civica Gianni Rodari;Comune di Borgaro Torinese;Piazza Europa 2;Comune;Pubblica;;False;45.152641;7.657474;Torino
15778;IT-TO0492;Biblioteca del Centro ricerche e studi Alto Canavese;Associazione centro ricerche e studi Alto Canavese - CORSAC;Piazza Municipio;Accademie, associazioni, fondazioni, istituti (pubblici);Specializzata;;False;45.4134578;7.5443673;Torino
15779;IT-TO0494;Biblioteca Comunale;Comune di Frossasco;Via S. De Vitis 10;Comune;Pubblica;;False;44.9334342;7.3511063;Torino
15780;IT-TO0495;Biblioteca civica;Comune di Giaveno;Via Francesco Marchini 2;Comune;Pubblica;;False;45.0454749;7.34974579999994;Torino
15781;IT-TO0496;Biblioteca civica;Comune di Givoletto;Via Sandro Pertini 2;Comune;Pubblica;;False;45.1582560285976;7.49804019927979;Torino
15782;IT-TO0497;"Biblioteca civica ""Emilio Salgari""";Comune di Leinì;Via Volpiano 8;Comune;Pubblica;;False;45.1848549;7.71852890000002;Torino
15783;IT-TO0498;Biblioteca civica;Comune di Mazze';Via Italia 110;Comune;Pubblica;;False;45.2995666;7.9364098;Torino
15784;IT-TO0500;Biblioteca civica;Comune di Albiano d'Ivrea;Municipio;Comune;Pubblica;;False;45.4350515;7.9498718;Torino
15787;IT-TO0504;Biblioteca del centro ricerche FIAT;Centro ricerche FIAT Scpa;Strada Torino 50;Accademie, associazioni, fondazioni, istituti, societa' (privati);Specializzata;;True;45.0084175;7.5478728;Torino
15814;IT-TO0542;Biblioteca e archivio storico del Teatro Regio;Teatro Regio;Piazza Castello 215;Accademie, associazioni, fondazioni, istituti, societa' (privati);Specializzata;;;45.070618;7.6869774;Torino
15815;IT-TO0543;Biblioteca del Centro studi e documentazione partecipazione sviluppo e pace Domenico Sereno Regis;Centro studi e documentazione partecipazione sviluppo e pace Domenico Sereno Regis;Via Garibaldi, 13;Accademie, associazioni, fondazioni, istituti (pubblici);Specializzata;;False;45.0629683;7.6731954;Torino
15816;IT-TO0544;Biblioteca del Centro studi teatro ragazzi Gian Renzo Morteo;Comune di Torino. Assessorato per l'istruzione;Piazza A. Fontanesi 5;Comune;Specializzata;;False;45.0744497;7.7093504;Torino
15817;IT-TO0546;Biblioteca del Centro studi cultura e societa';Centro studi cultura e societa';Via Cesana 56;Accademie, associazioni, fondazioni, istituti (pubblici);Specializzata;;True;45.0674502;7.6499369;Torino
15818;IT-TO0547;Biblioteca del Centro studi piemontesi;Centro studi piemontesi;Via O. Thaon di Revel 15;Accademie, associazioni, fondazioni, istituti (pubblici);Specializzata;;False;45.0334279;7.6770713;Torino
15819;IT-TO0555;Biblioteca del Circolo ricreativo aziendale lavoratori del Credito italiano;Credito italiano;Via Arsenale 23;Accademie, associazioni, fondazioni, istituti, societa' (privati);Pubblica;;True;45.0669042;7.6788576;Torino
15820;IT-TO0556;Biblioteca del Centro di ricerca per l'economia, l'organizzazione e l'amministrazione della sanita';Centro di ricerca per l'economia, l'organizzazione e l'amministrazione della sanita' - CRESA;Corso M. d'Azeglio 42;Accademie, associazioni, fondazioni, istituti, societa' (privati);Specializzata;;True;45.0526151;7.6827469;Torino
15821;IT-TO0558;Biblioteca Ufficio studi della Cassa di risparmio di Torino;Cassa di risparmio di Torino;Via XX Settembre 31;Accademie, associazioni, fondazioni, istituti, societa' (privati);Specializzata;;True;45.067203;7.680398;Torino
15822;IT-TO0561;Biblioteca della Cooperativa teatrale Assemblea Teatro;Cooperativa teatrale Assemblea Teatro;Via Medail 36;Accademie, associazioni, fondazioni, istituti (pubblici);Specializzata;;True;45.0839582;7.6588273;Torino
15823;IT-TO0562;Biblioteca dell'AGESCI - Piemonte;Associazione guide e scouts cattolici italiani;Via Beaulard 61;Accademie, associazioni, fondazioni, istituti, societa' (privati);Specializzata;;True;45.0705597;7.638077;Torino
15824;IT-TO0564;Biblioteca del centro di documentazione dell'area di educazione sanitaria;USSL 1 Torino;Via Bertola 53;Aziende ed enti del servizio sanitario nazionale;Specializzata;;True;45.0735508;7.67119;Torino
15825;IT-TO0565;Biblioteca civica Luigi Carluccio - Pozzo Strada;Comune di Torino;Via Monte Ortigara 95;Comune;Pubblica;;False;45.0685564;7.626638;Torino
15826;IT-TO0566;Biblioteca civica Italo Calvino;Comune di Torino;Lungo Dora Agrigento, 94;Comune;Pubblica;True;False;45.0861877;7.67822109999997;Torino
15827;IT-TO0567;Biblioteca civica Regio Parco;Comune di Torino;Via San Benigno 22;Comune;Pubblica;;False;45.0915518;7.7136167;Torino
15828;IT-TO0568;Biblioteca civica Domenico Sereno Regis;Comune di Torino;Corso Ferrucci 65/b;Comune;Pubblica;;False;45.0692117;7.6562283;Torino
15829;IT-TO0575;Biblioteca del centro di documentazione del Consorzio trasporti torinesi;Consorzio trasporti torinesi;Via Chisone 6;Aziende ed amministrazioni dello stato ad ordinamento autonomo;Specializzata;;False;45.0546459;7.6726295;Torino
15830;IT-TO0576;Biblioteca del Centro estero camere di commercio piemontesi;Centro estero camere di commercio piemontesi;Via Ventimiglia 165;Accademie, associazioni, fondazioni, istituti, societa' (privati);Specializzata;;True;45.0220197;7.6672095;Torino
15831;IT-TO0579;Biblioteca del centro di documentazione dell'Associazione Ires Lucia Morosini;Associazione Ires Lucia Morosini;Piazza Vittorio Veneto 1;Accademie, associazioni, fondazioni, istituti (pubblici);Specializzata;;False;45.0658244;7.6940071;Torino
15832;IT-TO0580;Biblioteca Braille - Centro regionale di documentazione per non vedenti;Comune di Torino. Assessorato risorse culturali e comunicazione;Via Nizza 151;Comune;Importante non specializzata;;True;45.0439467;7.6717802;Torino
15833;IT-TO0581;Biblioteca del Centro studi Giorgio Catti;Centro studi Giorgio Catti;Via Piazzi 33;NON SPECIFICATA;NON SPECIFICATA;;;45.0541353;7.6598461;Torino
15834;IT-TO0587;Biblioteca dell'Esperanto centro Torino;Esperanto centro Torino;Corso Vittorio Emanuele 65;Accademie, associazioni, fondazioni, istituti (pubblici);Specializzata;;False;45.0637611;7.675461;Torino
15835;IT-TO0590;Biblioteca del Dipartimento di Filosofia e Scienze dell'Educazione - sezione Filosofia, seconda sede Fondazione Luisa Guzzo ;Università degli Studi di Torino. Dipartimento di filosofia e scienze dell'educazione;Via Po 18;Universita' statali;Specializzata;;True;45.0683015;7.6899336;Torino
15870;IT-TO0655;Biblioteca del Dipartimento di Psicologia Federico Kiesow dell'Universita' degli Studi di Torino;Universita' degli studi di Torino. Dipartimento di psicologia;Via Verdi, 10 ;Universita' statali;Istituto di insegnamento superiore;;False;45.0692165;7.6902228;Torino
15871;IT-TO0656;Biblioteca del Dipartimento di scienze antropologiche, archeologiche e storico territoriali dell'Universita' degli studi di Torino;Universita' degli studi di Torino. Dipartimento di scienze antropologiche, archeologiche e storico territoriali;;Universita' statali;Istituto di insegnamento superiore;;True;45.06503;7.6878679;Torino
15874;IT-TO0659;Biblioteca del Dipartimento di scienze merceologiche dell'Università degli Studi di Torino;Università degli studi di Torino;;Universita' statali;Istituto di insegnamento superiore;;;45.0739919;7.6753488;Torino
15875;IT-TO0660;Biblioteca R. Malaroda del Dipartimento di Scienze della Terra dell'Università degli Studi di Torino;Universita' degli studi di Torino. Dipartimento di scienze della terra;Via Valperga Caluso 35;Universita' statali;Istituto di insegnamento superiore;;False;45.0524509;7.681806;Torino
15876;IT-TO0661;Biblioteca G. Tabacco del Dipartimento di Studi Storici dell'Università degli Studi di Torino;Universita' degli studi di Torino;Via Sant'Ottavio 20;Universita' statali;Istituto di insegnamento superiore;True;False;45.0680199;7.6940311;Torino
15877;IT-TO0663;Biblioteca 'P. e D. Gribaudi' di Geografia Economica del Dipartimento Interateneo Territorio;Università degli studi di Torino;;Universita' statali;Istituto di insegnamento superiore;;;45.0739919;7.6753488;Torino
15878;IT-TO0665;Biblioteca di Geografia del Dipartimento Interateneo Territorio  dell'Università degli Studi di Torino  ;Universita' degli studi di Torino e Politecnico di Torino. Dipartimento interateneo territorio ambiente;Via Sant'Ottavio 20;Universita' statali;Istituto di insegnamento superiore;;True;45.0680199;7.6940311;Torino
15879;IT-TO0685;Biblioteca di Oculistica del Dipartimento di Fisiopatologia Clinica dell'Università degli Studi di Torino;Universita' degli studi di Torino. Facolta' di medicina e chirurgia. Istituto di clinica oculistica;Via Juvarra 19;Universita' statali;Istituto di insegnamento superiore;;True;45.074364;7.670771;Torino
15880;IT-TO0695;Biblioteca dell'Istituto di scienze medico forensi della Facolta' di medicina e chirurgia dell'Universita' degli studi di Torino;Universita' degli studi di Torino. Facolta' di medicina e chirurgia. Istituto di scienze medico forensi;Corso G. Galilei 22;Universita' statali;Istituto di insegnamento superiore;;True;45.0434939;7.6791108;Torino
15881;IT-TO0702;Biblioteca dell'Istituto di frutticoltura industriale della Facolta' di agraria dell'Universita' degli studi di Torino;Universita' degli studi di Torino. Facolta' di agraria. Istituto di frutticoltura industriale;Via Leonardo da Vinci 44;Universita' statali;Istituto di insegnamento superiore;;True;45.0612555;7.5876958;Torino
15882;IT-TO0703;Biblioteca del Dipartimento di economia e ingegneria agraria, forestale e ambientale. Sezione di idraulica agraraia dell'Università degli studi di Torino;Universita' degli studi di Torino. Dipartimento economia e ingegneria agrariagraria, forestale e ambientale;Via Leonardo da Vinci 44;Universita' statali;Istituto di insegnamento superiore;;True;45.0612555;7.5876958;Torino
15883;IT-TO0704;Biblioteca del Dipartimento di economia e ingegneria agraria, forestale e ambientale dell'Universita' degli Studi di Torino;Universita' degli studi di Torino. Dipartimento di economia e ingegneria agraria, forestale e ambientale;Via Leonardo da Vinci 44;Universita' statali;Istituto di insegnamento superiore;;True;45.0612555;7.5876958;Torino
15884;IT-TO0706;Biblioteca dell'Istituto di scienze medico forensi. Sezione esterna della Facoltà di medicina e chirurgia dell'Universita' degli studi di Torino;Universita' degli studi di Torino. Facolta' di medicina e chirurgia. Istituto di scienze medico forensi. Sezione esterna;Corso Montevecchio 38;Universita' statali;Istituto di insegnamento superiore;;True;45.0630032;7.6669199;Torino
15885;IT-TO0707;Biblioteche del Dipartimento di agronomia, selvicoltura e gestione del territorio dell'Università degli studi di Torino;Università degli studi di Torino. Dipartimento di agronomia, selvicoltura e gestione del territorio;Via Leonardo da Vinci 44;Universita' statali;Istituto di insegnamento superiore;;True;45.0612555;7.5876958;Torino
15886;IT-TO0709;Biblioteca del Dipartimento di economia e ingegneria agraria, forestale e ambientale. Sezione di topografia e costruzioni rurali dell'Università degli studi di Torino;Università degli studi di Torino. Dipartimento di economia e ingegneria agraria, forestale e ambientale;Via Leonardo da Vinci 44;Universita' statali;Istituto di insegnamento superiore;;True;45.0612555;7.5876958;Torino
15887;IT-TO0710;Biblioteca del Dipartimento di scienze zootecniche dell'Università degli studi di Torino;Universita' degli studi di Torino. Dipartimento di scienze zootecniche;Via Leonardo da Vinci 44;Universita' statali;Istituto di insegnamento superiore;;True;45.0612555;7.5876958;Torino
15888;IT-TO0714;Biblioteca dell'Istituto di fisica matematica Joseph Louis Lagrange della Facoltà di scienze matematiche, fisiche e naturali dell'Università degli studi di Torino;Università degli studi di Torino. Facoltà di scienze matematiche, fisiche e naturali. Istituto di fisica matematica Joseph Louis Lagrange;Via Carlo Alberto 10;Universita' statali;Istituto di insegnamento superiore;;True;45.0677144;7.6856246;Torino
15889;IT-TO0736;Biblioteca centrale di ingegneria del Politecnico di Torino;Politecnico di Torino. Facolta' di ingegneria;Corso Duca degli Abruzzi 24;Universita' statali;Istituto di insegnamento superiore;;True;45.0624031;7.6624256;Torino
15890;IT-TO0737;Biblioteca centrale di architettura del Politecnico di Torino;Politecnico di Torino. Facolta' di architettura;Viale P. A. Mattioli 39;Universita' statali;Istituto di insegnamento superiore;;True;45.053789;7.6848219;Torino
15891;IT-TO0738;Biblioteca del Dipartimento di ingegneria aeronautica e spaziale - AER del Politecnico di Torino;Politecnico di Torino. Dipartimento di ingegneria aeronautica e spaziale;Corso Duca degli Abruzzi 24;Universita' statali;Istituto di insegnamento superiore;;True;45.0624031;7.6624256;Torino
15892;IT-TO0739;Biblioteca del Dipartimento Casa Citta' - CCT del Politecnico di Torino;Politecnico di Torino. Dipartimento Casa Citta';Viale P. A. Mattioli 39;Universita' statali;Istituto di insegnamento superiore;;True;45.053789;7.6848219;Torino
15893;IT-TO0740;Biblioteca del Dipartimento di scienza dei materiali e ingegneria chimica - CHI del Politecnico di Torino;Politecnico di Torino. Dipartimento di scienza dei materiali e ingegneria chimica;Corso Duca degli Abruzzi 24;Universita' statali;Istituto di insegnamento superiore;;True;45.0624031;7.6624256;Torino
15894;IT-TO0741;Biblioteca del Dipartimento di ingegneria dei sistemi edilizi e territoriali del Politecnico di Torino;Politecnico di Torino. Dipartimento di ingegneria dei sistemi edilizi e territoriali;Corso Duca degli Abruzzi 24;Universita' statali;Istituto di insegnamento superiore;;True;45.0624031;7.6624256;Torino
15895;IT-TO0743;Biblioteca interdipartimentale di ingegneria elettronica Mario Boella - ELN del Politecnico di Torino;Politecnico di Torino. Biblioteca interdipartimentale di ingegneria elettronica Mario Boella;Corso Duca degli Abruzzi 24;Universita' statali;Istituto di insegnamento superiore;;True;45.0624031;7.6624256;Torino
15896;IT-TO0744;Biblioteca del Dipartimento di energetica - ENE del Politecnico di Torino;Politecnico di Torino. Dipartimento di energetica;Corso Duca degli Abruzzi 24;Universita' statali;Istituto di insegnamento superiore;;True;45.0624031;7.6624256;Torino
15897;IT-TO0745;Biblioteca del Dipartimento di fisica -FIS del Politecnico di Torino;Politecnico di Torino. Dipartimento di fisica;Corso Duca degli Abruzzi 24;Universita' statali;Istituto di insegnamento superiore;;True;45.0624031;7.6624256;Torino
15898;IT-TO0746;Biblioteca del Dipartimento di georisorse e territorio - GET del Politecnico di Torino;Politecnico di Torino. Dipartimento di georisorse e territorio;Corso Duca degli Abruzzi 24;Universita' statali;Istituto di insegnamento superiore;;True;45.0624031;7.6624256;Torino
15899;IT-TO0747;Biblioteca del Dipartimento di idraulica, trasporti ed infrastrutture civili del Politecnico di Torino;Politecnico di Torino. Dipartimento di idraulica, trasporti e infrastrutture civili;Corso Duca degli Abruzzi 24;Universita' statali;Istituto di insegnamento superiore;;True;45.0624031;7.6624256;Torino
15900;IT-TO0749;Biblioteca del Dipartimento di matematica - MAT del Politecnico di Torino;Politecnico di Torino. Dipartimento di matematica;Corso Duca degli Abruzzi 24;Universita' statali;Istituto di insegnamento superiore;;True;45.0624031;7.6624256;Torino
15901;IT-TO0750;Biblioteca del Dipartimento di meccanica - MEC del Politecnico di Torino;Politecnico di Torino. Dipartimento di meccanica;Corso Duca degli Abruzzi 24;Universita' statali;Istituto di insegnamento superiore;;True;45.0624031;7.6624256;Torino
15902;IT-TO0752;Biblioteca del Dipartimento di ingegneria strutturale - STR del Politecnico di Torino;Politecnico di Torino. Dipartimento di ingegneria strutturale;Corso Duca degli Abruzzi 24;Universita' statali;Istituto di insegnamento superiore;;True;45.0624031;7.6624256;Torino
15903;IT-TO0753;Biblioteca interateneo interdipartimentale territorio ambiente dell'Università degli studi e del Politecnico di Torino;Universita' degli studi di Torino e Politecnico di Torino. Biblioteca interaeneo interdipartimentale territorio ambiente;Viale P. A. Mattioli 39;Universita' statali;Istituto di insegnamento superiore;;True;45.053789;7.6848219;Torino
15904;IT-TO0754;Biblioteca del Dipartimento dei sistemi di produzione ed economia dell'azienda del Politecnico di Torino;Politecnico di Torino. Dipartimento dei sistemi di produzione ed economia dell'azienda;Corso Duca degli Abruzzi 24;Universita' statali;Istituto di insegnamento superiore;;True;45.0624031;7.6624256;Torino
15905;IT-TO0756;Biblioteca civica Nino Colombo. Sezione esterna di Fornaci;Comune di Beinasco;Via San Giacomo 30;Comune;Pubblica;;False;45.0290648;7.596617;Torino
15906;IT-TO0758;Biblioteca della Soprintendenza Archeologia, belle arti e paesaggio per le province di Alessandria, Asti e Cuneo;Ministero dei beni e delle attività culturali e del turismo. Soprintendenza Archeologia, belle arti e paesaggio  per le province di Alessandria, Asti e Cuneo;Piazza S. Giovanni 2;Direzione generale archeologia, belle arti e paesaggio;Specializzata;;True;45.072973;7.684911;Torino
15907;IT-TO0759;Biblioteca di Medicina del lavoro e ortopedia del Dipartimento di Scienze della Sanità pubblica e pediatriche;Universita' degli studi di Torino. Dipartimento di traumatologia, ortopedia e medicina del lavoro;Ospedale CTO - Via Zuretti 29;Universita' statali;Istituto di insegnamento superiore;;True;45.0330106;7.6733023;Torino
15908;IT-TO0760;Biblioteca egittologica Silvio Curto della Fondazione Museo delle Antichità Egizie di Torino;Fondazione Museo delle Antichità Egizie di Torino;Via Accademia delle scienze 6;Accademie, associazioni, fondazioni, istituti (pubblici);Specializzata;;False;45.0683832;7.6844976;Torino
15909;IT-TO0761;Biblioteca del Dipartimento di scienze antropologiche, archeologiche e storico territoriali. Sezione esterna di antropologia fisica dell'Università degli studi di Torino;Università degli studi di Torino. Dipartimento di scienze antropologiche, archeologiche e storico territoriali;Via Accademia Albertina 13;Universita' statali;Istituto di insegnamento superiore;;True;45.0651139;7.6881064;Torino
15910;IT-TO0762;Biblioteca dell'Istituto di fitovirologia applicata - IFA;Consiglio nazionale delle ricerche. Istituto di fitovirologia applicata;Strada delle Cacce 73;Aziende ed amministrazioni dello stato ad ordinamento autonomo;Specializzata;;True;45.0159564;7.6382068;Torino
15911;IT-TO0763;Biblioteca del Real Collegio Carlo Alberto;Barnabiti. Real Collegio Carlo Alberto;Via Real Collegio 30;Enti ecclesiastici;Specializzata;;True;44.999898;7.68433;Torino
15912;IT-TO0764;Biblioteca medico-scientifica dell'Azienda sanitaria locale;Azienda sanitaria locale di Collegno;Via Martiri del XXX Aprile 30;Aziende ed enti del servizio sanitario nazionale;Specializzata;;False;45.082042;7.575016;Torino
